ID,Tipo de inmueble,Precio (admin_included),Estrato,Baños,Habitaciones,Parqueaderos,Area,Area Privada,Piso,Facilities,Descripción,Antiguedad,Estado
191323103.0,Apartamento,2500000.0,3.0,3.0,4.0,1.0,100.0,97.0,3.0,"Alarma, Cocina Integral, Colegios / Universidades, Cuarto de servicio, Depósito / Bodega, Hall de Alcobas, Instalación de gas, Parques cercanos, Sobre vía principal, Supermercados / C.Comerciales, Trans. Público cercano, Zona Comercial, Zona de lavandería","Apartamento está bien orientado (sol de mañana y tarde), con excelente distribución. Esta ubicado en sector residencial, cerca a parques,  a universidades, a zona comercial y tiene fácil acceso a transporte.",16 a 30 años,
10874400.0,Apartaestudio,2600000.0,4.0,1.0,1.0,,46.0,46.0,2.0,"Amoblado, Barra estilo americano, Calentador, Circuito cerrado de TV, Citófono, Cocina Integral, Cocina tipo Americano, Colegios / Universidades, Instalación de gas, Parques cercanos, Piso en Baldosa /  Mármol, Supermercados / C.Comerciales, Trans. Público cercano, Zona Comercial","HERMOSO APARTAESTUDIO AMOBLADO EN GALERIAS, CON SERVICIOS INCLUIDOS, excelente ubicación, acabados modernos. 42m, Sala comedor amplia, cocina americana, 1 Baño, 1 habitacion, con cortinas, CCTV. Ubicación: junto al CC Galerias, Transmilenio, Campin. (SE RENTA CON LAVADORA, SECADORA, NEVERA, MENAJE Y TODOS LOS MUEBLES, AGUA, LUZ, GAS E INTERNET - No tiene Parqueadero, Se Arrienda directamente, se valida por aseguradora) -- Precio negociable según modalidad de pago. Info; Whatsapp",1 a 8 años,
191883213.0,Apartaestudio,980000.0,3.0,1.0,1.0,,25.0,25.0,2.0,"Citófono, Cocina Integral, Cocina tipo Americano, Colegios / Universidades, Instalación de gas, Parques cercanos, Piso en Baldosa /  Mármol, Sobre vía principal, Supermercados / C.Comerciales, Trans. Público cercano, Zona Comercial, Zona de lavandería, Zona Residencial","Acogedor aparta estudio, un solo ambiente, estrene remodelación en excelente sitio central de Galerías frente al éxito chapinero, cocineta, un baño, fácil acceso a Transmilenio, posibilidad de parqueo para moto con un adicional de $90.000. agende su cita. Nuestro equipo comercial de Areas y Espacios Inmobiliarios atenderá sus inquietudes 820-631",1 a 8 años,
191813656.0,Apartamento,1600000.0,4.0,1.0,1.0,,16.0,16.0,3.0,"Amoblado, Loft, Terraza, Vigilancia","Ronda Virtual Inmobiliaria tiene el placer de darte a conocer este hermoso APARTAESTUDIO TIPO LOFT en la zona de EL RECUERDO (Bogotá). Este predio  está distribuido por una habitación, cocina semi integral y un baño. Ubicado en el piso tres del edificio, por lo que goza de una excelente iluminación natural y una tranquila vista interior.  Contarás con una variedad de zonas sociales como terraza  con una hermosa vista a la ciudad la cual tiene fogata y teppanyaki, co working, zona de juegos, una fuente y dos patios con baño para disfrutar con familia y amigos.  Estarás en una excelente ubicación ya que se encuentra en un punto central de la ciudad, con amplias vias de acceso como la Av.Carrera 30,  Av. Americas y Av. Calle 26.",1 a 8 años,
191982961.0,Apartamento,2700000.0,4.0,2.0,1.0,1.0,41.0,41.0,0.0,"Ascensor, Baño Auxiliar, Bombas de gasolina, Calentador, Cerca a sector comercial, Closet, Cocina tipo Americano, Colegios / Universidades, Comedor, Comedor auxiliar, Cómodas vias de acceso, Depósito / Bodega, En Edificio, En zona residencial, Garaje / Parqueadero(s), Garaje Cubierto, Instalación de gas, Parqueadero Visitantes, Parques cercanos, Planta Eléctrica, Portería / Recepción, Restaurantes, Servicios independientes, Shut de basura, Sobre vía secundaria, Supermercados / C.Comerciales, Todos los Servicios, Trans. Público cercano, Ventilación Natural, Vigilancia 24x7, Vigilancia privada 24*7, Zona de lavandería, Zona Residencial, Área Urbana","APARTAMENTO PARA ESTRENAR UBICADO EN QUINTA PAREDES CERCA AL PARQUE LA LUISITA, 40 APARTAMENTO SEIS PISOS PARA LAS PERSONAS QUE QUIERAN VIVIR EN ALGO FAMILIAR Y TRANQUILO.  EL APARTAMENTO TIENE UN ÁREA DE 41.5 METROS CUADRADOS,  UNA ALCOBA CON SU BAÑO Y CLOSET  Y BAÑO SOCIAL,  SALA COMEDOR CON VISTA INTERIOR, COCINA ABIERTA,  COMEDOR AUXILIAR,  ZONA DE LAVANDERÍA INDEPENDIENTE,  EXCELENTE DISTRIBUCIÓN QUE LO HACE VER AMPLIO.     EL EDIFICIO CONTARA CON ZONAS SOCIALES COMO TERRAZA, BBQ, GYM, COWORKING, SALÓN DE JUEGOS, SALÓN SOCIAL,  ZONAS VERDES.    YA CUENTA CON RECEPCIÓN Y SEGURIDAD LAS 24 HORAS.    EL SECTOR BASTANTE RESIDENCIAL CERCA A VÍAS DE TRANSPORTE CÓMODAS COMO SON LA CALLE 26, CARRERA 50, ESPERANZA.   AL FRENTE DEL  PARQUE LA  LUISITA  PARA DISFRUTAR DE UNA CAMINATA O HACER DEPORTE Y JUGAR CON SU MASCOTA.,     BUEN COMERCIO,  RESTAURANTES, SUPERMERCADO,  MUY CERCA A LA EMBAJADA AMERICANA. 219-986",menor a 1 año,
10974595.0,Apartamento,4500000.0,4.0,2.0,3.0,1.0,165.0,165.0,0.0,"Calentador, Cerca centro comercial, Closet, Cocina Integral, Instalación de gas, Patio, Trans. Público cercano, Vista panorámica, Zona Residencial, Área Urbana","Apartamento en arriendo en Quinta Paredes, Teusaquillo. Descubre este amplio apartamento con 3 habitaciones, 2 baños y 165 metros cuadrados para disfrutar en familia. Con 1 parqueadero incluido. El inmueble cuenta con red de gas, tiene calentador de agua eléctrico, una sala y comedor con excelente iluminación, closet, hall de alcobas, cocina integral cerrada con horno, zona de lavandería con patio trasero. Este espacio es perfecto para ti. Queda cerca de Corferias, Registraduría Nacional del Estado Civil y La Embajada de EEUU. Con vías de acceso como la Av. La Esperanza, Av. Carrera 68 y Av. El Dorado. ¡No pierdas la oportunidad de vivir en este lugar increíble! Contáctanos ahora para más información. 4",más de 30 años,
191620845.0,Apartamento,1700000.0,4.0,1.0,1.0,,32.0,32.0,2.0,"Ascensor, Balcón, Citófono, Closet, Cocina Integral, Gimnasio, Salón Comunal, Trans. Público cercano, Zona Infantil, Zona Residencial","AMINISTRADORA ARRIENDA APARTAESTUDIO UN SOLO AMBIENTE, SEGUNDO PISO, UN BAÑO, BALCON. COCINA ELECTRICA, PISOS EN MADERA LAMINADA. EL EDIFICIO CUENTA CON ZONA DE LAVANDERIA COMUNAL , GIMNASIO, SALA CHIMENEA,  SALA DE TV, NO CUENTA CON PARQUEADERO. CALDERA PARA AGUA CALIENTE, CUOTA DE ADMINISTRACION APARTE,",menor a 1 año,
192030848.0,Apartamento,1900000.0,3.0,1.0,1.0,1.0,25.0,23.0,6.0,"Amoblado, Ascensor, Cerca centro comercial, Citófono, Closet, Gimnasio, Piscina, Salón Comunal, Sauna / Turco / Jacuzzi, Shut de basura, Trans. Público cercano, Vista panorámica, Zona Comercial, Zona de BBQ, Zona Residencial, Área Urbana","Se arrienda apartaestudio amoblado tipo loft de 25m2, en el sexto piso de un edificio moderno.  Cuenta con cocina eléctrica equipada, baño, closet amplio, escritorio, microondas, lavadora, cama doble, mesa con sillas y televisor. El edificio ofrece comodidades como lavandería, co-working, gimnasio, salones sociales, sala de juegos, de yoga, parqueaderos y vigilancia 24/7.  VALOR TOTAL MENSUAL: $1.900.000 (INCLUYE CANON, ADMINISTRACION, MUEBLES, INTERNET Y TV ''MOVISTAR'').   SERVICIOS DE AGUA Y LUZ SE CANCELAN POR A PARTE, SEGUN EL CONSUMO.",menor a 1 año,
191971955.0,Apartamento,2350000.0,4.0,1.0,2.0,,72.0,64.0,3.0,"Citófono, Cocina Integral, Colegios / Universidades, Estudio, Hall de Alcobas, Instalación de gas, Parques cercanos, Piso en Baldosa /  Mármol, Portería / Recepción, Supermercados / C.Comerciales, Terraza, Trans. Público cercano, Vista panorámica, Zona Comercial, Zona de lavandería, Zona Residencial","Apartamento con excelente ubicación en galerías, consta de 2 habitaciones con closet, 1 baño con calentador a gas, sala comedor amplia, cocina integral abierta con estufa a gas, estudio con una pequeña biblioteca, escaleras de acceso a terraza con zona de lavandería, acceso a vías principales, transporte público, transmilenio, centros comerciales, supermercados, tiendas de barrio, Comercio.",16 a 30 años,
191998151.0,Casa,8000000.0,6.0,3.0,1.0,5.0,450.0,,1.0,"Acceso para camiones, Piso de alta resistencia, Zona Comercial",Casa grande perfecta para empresa con atención al publico y oficinas. Parqueaderos. Posibilidad de local. En buen estado. Elegante. 4 baños. 7 habitaciónes. Sobre la Cr50 excelente vitrina para su empresa.,más de 30 años,
191375401.0,Apartamento,1600000.0,4.0,1.0,1.0,,30.0,30.0,1.0,"Amoblado, Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial","Arriendo apartaestudio AMOBLADO con todo incluido, luz, agua, gas, internet, televisión, administración.  Ubicado frente a la Universidad Nacional. Para una persona. Cama semidoble, escritorio. Cocina dotada con nevera, horno micro ondas, horno eléctrico, cafetera, sanduchera,  vajilla, etc. Tendidos de cama, plumón, almohadas, toallas. Aseo general cada mes y lavado y cambio de tendidos y toallas. Cerca al Parkway. Barrio Residencial, restaurantes, parques, centros comerciales, todo cerca. Transporte público y Transmilenio a media cuadra. Sin Intermediarios.",más de 30 años,
192006693.0,Apartaestudio,1500000.0,4.0,1.0,1.0,,22.0,,1.0,"Cocina Integral, Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Comercial, Zona de lavandería, Zona Residencial","A QUINTA PAREDES,  , HERMOSO AMPLIO ILUMINADO CON ENTRADA INDEPENDIENTE,  ESPACIO PARA HOME OFFICE ZONA DE LAVANDERIA COCINA, UN BAÑO, EXCELENTES VIAS DE ACCESO SECTOR DE ALTA VALORIZACION RESIDENCIAL Y COMERCIAL, CERCA A UNIVERSIDADES, COLEGIOS, PARQUES CERCANOS, CENTROS COMERCIALES, DOCUMENTACION MUY SENCILLA Y SIN COBROS ADICIONALES, CITA PREVIA",más de 30 años,
192033222.0,Apartamento,3300000.0,3.0,3.0,3.0,1.0,100.0,84.0,0.0,"Cerca a sector comercial, Closet, Cocina Integral, Cómodas vias de acceso, En Edificio, En zona Comercial, En zona residencial, Portería / Recepción, Zona Residencial","Hermoso apartamento en arriendo, ubicado en el barrio Gran América, Conjunto Mirador de Takay de la localidad de Teusaquillo, con área de 84 m2, ubicado en el piso 11 con excelente ubicación cerca de avenidas principales como lo son la Av. El Dorado Calle 26, Av. Américas y estaciones de Transmilenio. Cuenta con una muy buena iluminación natural, 3 habitaciones, 3 baños, cocina integral a gas natural, baño social completo y zona de lavandería. Cuenta con parqueadero, ascensor y depósito, Cuéntanos cuándo te gustaría agendar una visita y estaremos encantados de atenderte!",16 a 30 años,Excelente estado
191913759.0,Apartamento,2700000.0,3.0,2.0,1.0,1.0,47.0,47.0,16.0,"Ascensor, Baño Auxiliar, Calentador, Canchas Deportivas, Circuito cerrado de TV, Cocina Integral, Cocina tipo Americano, Colegios / Universidades, Depósito / Bodega, En conjunto cerrado, Garaje(s), Gimnasio, Oficina de negocios, Parqueadero Visitantes, Parques cercanos, Piscina, Planta Eléctrica, Portería / Recepción, Sala de internet, Salón Comunal, Salón de Juegos, Sauna / Turco / Jacuzzi, Sobre vía principal, Supermercados / C.Comerciales, Terraza, Trans. Público cercano, Vigilancia, Vista panorámica, Vivienda Multifamiliar, Zona Comercial, Zona de lavandería, Zona Infantil","Espectacular aparta-estudio exterior, inmejorables acabados para estrenar, zona social, cocina abierta, cuarto de ropas totalmente independiente, alcoba principal de excelente tamaño con baño privado, baño social, un amplio garaje y depósito. El Edificio Manzana 3 se encuentra estratégicamente ubicado y cuenta con uno de los club house mas completos de la ciudad, piscina, terraza BBQ, GYM, cancha de futbol 5, zona de juegos infantiles, bar, salón de juntas, oficinas de trabajo (coworking), baños comunales.",menor a 1 año,
191352644.0,Apartaestudio,1300000.0,5.0,1.0,1.0,,32.0,32.0,3.0,,"Apartaestudio, a una cuadra del centro comercial galerías. Espacio total 32m cuadrados, divisiones un vidrio creando 2 ambientes, 1 baño, cocina y integral, estufa eléctrica.",9 a 15 años,
191552141.0,Apartamento,6210000.0,5.0,3.0,3.0,2.0,130.0,130.0,3.0,"Bahias de parqueo, Bahía exterior de parqueo","En el barrio Nicolás de Federmán. En estrato cinco. Espectacular penthouse, rodeado de parques, iglesias, universidades, colegios, centros comerciales, el estadio El Campín, la arena Movistar, la Universidad Nacional, entre otros, situado en un edificio con dieciocho apartamentos. Ubicación privilegiada: entre la avenida NQS y la carrera 50, y entre la calle 53 y la calle 63. Área total de 130 metros cuadrados. Quinto piso. Sin ascensor. Más de 30 años de construcción. Remodelado. Tres niveles. Alcoba principal con baño y walking closed. Otras dos alcobas con un baño. Un jacuzzi. Hall de alcobas, altillo de 35 metros cuadrados. Zona de lavandería. Dos garajes cubiertos. Habitación de servicio (o auxiliar) con clóset y baño. Red de gas. Cocina integral con estufa de gas. Punto para secadora de gas. Dos calentadores de agua (eléctrico y de gas). Vigilancia durante las 24 horas.",más de 30 años,Buen estado
191346644.0,Casa,18000000.0,4.0,4.0,6.0,3.0,620.0,620.0,0.0,"Baño compartido, Garaje / Parqueadero(s), Terraza, Ventilación Natural, Zona Comercial","Excelente casa para local comercial ubicada en el Park Way, sector reconocido por su ambiente natural y bohemio, y por atravesar la histórica localidad de Teusaquillo, el Park Way es el sitio favorito de muchos bogotanos y una de las mejores opciones para visitantes y turistas. La casa es de 2 niveles, de espacios abiertos, adaptada para comercio como restaurante, supermercados, oficinas, bancos, entre otros, con parqueaderos, baños privados, terraza interna, buena iluminación natural y ventilación natural. Ubicado cerca de zona bancaria, restaurantes, supermercados, con excelente trafico de personas.  61-1753",16 a 30 años,
191940995.0,Apartamento,750000.0,3.0,1.0,2.0,,41.0,41.0,0.0,"Cerca centro comercial, Salón Comunal, Trans. Público cercano, Vigilancia, Zona Residencial","APARTAMENTO UBICADO EN EL CONJUNTO TINGUA CIUDAD SABANA, PRIMER PISO DE 2 HABITACIONES, 1 BAÑO, SALA COMEDOR, COCINA INTEGRAL Y AREA DE LAVADO",9 a 15 años,
11118259.0,Apartamento,1650000.0,3.0,1.0,1.0,,38.0,38.0,0.0,"Cerca a sector comercial, Cerca centro comercial, Circuito cerrado de TV, Citófono, Closet, Colegios / Universidades, Cómodas vias de acceso, Parques cercanos, Portería / Recepción, Portería / Vigilancia, Restaurantes, Sobre vía principal, Sobre vía secundaria, Supermercados / C.Comerciales, Trans. Público cercano, Ventilación Natural, Zona de lavandería","Apartamento amoblado de 38 mts, consta de habitacion con cama doble,tv,closet,cocina integral con estufa a gas,nevera, zona de lavanderia independiente con lavadora,baño completo,pisos en ceramica.El edificio cuenta con porteria y recepcion,citofono,circuito cerrado de TV.-11950 469-11950",1 a 8 años,
191997667.0,Apartaestudio,1260000.0,4.0,1.0,1.0,,22.28,20.01,5.0,,"Hermoso apartaestudio, con excelente inmobiliario, buena ubicación, zonas comunes, se permiten mascotas. Vías de acceso fáciles.",1 a 8 años,
191673741.0,Habitación,520000.0,4.0,,1.0,,5.7,,0.0,,"? ¡Se arrienda habitación en Quinta Paredes!  ¿Buscas un lugar cómodo y bien ubicado? ? Esta habitación es perfecta para ti:  ? Ubicación: Quinta Paredes, a solo minutos de la Universidad Nacional y Corferias. ?️ Amoblada: Incluye cama sencilla, clóset y escritorio. ? Espacio: 5.7 m² (1.90 m x 3.00 m).   ? Valor mensual: $520.000 ? Servicios incluidos: Luz, agua, gas e internet. ? Baño compartido  Para más información o agendar una visita, ¡envíame un mensaje!",9 a 15 años,
191621276.0,Apartamento,3500000.0,4.0,2.0,2.0,1.0,75.0,75.0,0.0,"Alcantarillado, Ascensor, Baño Auxiliar, Bombas de gasolina, Cerca a sector comercial, Cerca centro comercial, Circuito cerrado de TV, Citófono, Closet, Cocina Integral, Colegios / Universidades, Comedor, Cómodas vias de acceso, Escalera de Emergencia, Estudio, Garaje Cubierto, Instalación de gas, Parques cercanos, Piso en Baldosa /  Mármol, Portería / Recepción, Portería / Vigilancia, Restaurantes, Salón Comunal, Servicio de Internet, Servicios independientes, Servicios Públicos, Shut de basura, Sobre vía secundaria, Supermercados / C.Comerciales, Todos los Servicios, Trans. Público cercano, Ventilación Natural, Vigilancia 24x7, Vigilancia privada 24*7, Zona de lavandería, Zona Residencial, Área Urbana","Arrendamos hermoso apartamento remodelado, amplio cuenta con setenta y cinco metros cuadrados, dos habitaciones, un estudio, dos baños, un parqueadero, cocina integral abierta, edificio moderno,  zonas sociales Cuarto piso, con excelente vista. transporte público constante, cerca al  campin. royal asesores 77-1853",9 a 15 años,
191051836.0,Apartamento,2100000.0,3.0,2.0,2.0,,160.0,,1.0,,un apartamento en el barrio quirinal contigua a Pablo vi que está en un primer piso tiene 2 habitaciones 2 baños patio de ropas y patio de pasto con matas y 2 árboles la sala tiene una chimenea muy grande  cocina integral y comedor este apartamento es el primer piso de una casa del quirinal tiene entrada independiente con servicios incluidos es para dos personas  adultas sin niños... cel: 3133205250,,
191986083.0,Apartaestudio,1400000.0,3.0,1.0,1.0,,26.0,24.0,4.0,"Cocina Integral, Gimnasio, Loft, Parqueadero Visitantes, Salón Comunal, Vigilancia 24x7, Zona de BBQ, Zona de lavandería","Codigo: 4862. Apartaestudio tipo loft en arriendo para estrenar en Marly. Excelente iluminación, está ubicado cerca de la Universidad Católica de Colombia y la clínica Marly, fácil acceso por Av Caracas y la Cl 45. Consta de 1 habitación con closet, 1 baño. Cocina integral abierta con estufa eléctrica, Zona de lavandería con tendedero, ducha eléctrica, pisos en madera laminada, puerta de seguridad. Parqueaderos comunales. Zona común con 3 ascensores, salón comunal, sala múltiple, terraza BBQ, gimnasio, salón de juegos, coworking, casilleros, lavandería. Citófonos, CCTV y vigilancia privada 24 horas.",1 a 8 años,
191876043.0,Apartamento,1400009.0,3.0,1.0,,,29.0,29.0,7.0,"Ascensor, Citófono, Colegios / Universidades, Gimnasio, Oficina de negocios, Parques cercanos, Portería / Recepción, Sala de internet, Salón Comunal, Supermercados / C.Comerciales, Trans. Público cercano, Vigilancia, Zona Comercial, Zona Industrial, Zona Residencial",Apartamento lindo y muy iluminado en un edificio dotado de grandes áreas!,menor a 1 año,
192054930.0,Casa,18000000.0,3.0,6.0,19.0,8.0,1.0,,2.0,"Colegios / Universidades, Garaje(s), Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Comercial, Zona Residencial","**¡GRAN OPORTUNIDAD! CASA EN ARRIENDO EN TEUSAQUILLO – UBICACIÓN ESTRATÉGICA   ** Ubicada en la mejor zona de actividad económica institucional, ideal para multinacionales, entidades educativas o del distrito.  **Área construida: 1,200 m² en 2 niveles con arquitectura representativa del sector ** Espacios amplios y funcionales: Capacidad para 100 personas, 18 salones con luces LED y sala de juntas **Infraestructura moderna: Pisos en porcelanato, cableado estructurado, cuarto para servidores **Comodidad y eficiencia: Baterías de baños en cada nivel, zona de cafetería y salón para empleados ***Parqueadero para 10 vehículos con puerta eléctrica + 4 parqueaderos externos  +++Canon de arriendo: $18.000.000 + IVA  **Más información: 312 366 10 25  **¡Aproveche esta excelente oportunidad en una de las zonas más estratégicas de Bogotá!",,
191193078.0,Apartamento,2500000.0,4.0,2.0,4.0,1.0,77.0,75.0,5.0,"Ascensor, Baño Auxiliar, Calentador, Circuito cerrado de TV, Citófono, Cocina Integral, Colegios / Universidades, En conjunto cerrado, Estudio, Garaje(s), Hall de Alcobas, Instalación de gas, Jardín, Loft, Parqueadero Visitantes, Parques cercanos, Piso en Baldosa /  Mármol, Portería / Recepción, Salón Comunal, Supermercados / C.Comerciales, Trans. Público cercano, Vigilancia, Vista panorámica, Vivienda Multifamiliar, Zona de lavandería, Zona Residencial",ARRIENDO Y/O VENDO HERMOSO APTO ENCORTINADO EXCELENTE ILUMINACION UBICACION Y CONSERVACION VIGILANCIA PERMANENTE CELADORES Y CAMARAS PUERTA ENTRADA METALICA CHAPA DE SEGURIDAD 3 ALCOBAS CON APLIOS CLOSERES MADERA TALLADA Y LACADA DE PARED A PARED Y 1 CUARTO DE ESTUDIO CERRADO 2 BAÑOS TOTALMENTE ENCHAPADOS INCLUSO EL TECHO CON MUEBLES MADERA TALLADA Y LACADA PUERTAS Y MARCOS MADERA LACADA PISOS CERAMICA RESIDENCIAL COCINA INTEGRAL GABETAS FORRADAS FORMICA PERSIANA Y MUEBLE DE MADERA GRANDE CALENTADOR Y ESTUFA A GAS  CAMPANA EXTRACTORA DE OLORES HORNO ESTENDEDERO ROPAS MUEBLE MADERA MOBIBLE GARAJE CUBIERTO ASCENSOR PRECIO CANON $2.000.000 + $500.000 ADMINISTRACION FACILIDAD TRANSPORTE AV EL DORADO AV ESPERANZA AV CALLE 53 COLEGIOS SUPERMERCADOS PARQUES CENTROS COMERCIALES,9 a 15 años,
191928646.0,Apartamento,1250000.0,3.0,1.0,1.0,,25.0,25.0,8.0,"Aire Acondicionado, Ascensor, Calentador, Cocina Integral, Colegios / Universidades, En conjunto cerrado, Estudio, Loft, Parques cercanos, Portería / Recepción, Sobre vía principal, Terraza, Trans. Público cercano, Vigilancia, Vista panorámica, Zona Residencial","¡Bienvenido a tu apartamento tipo LOF que combina comodidad y estilo en cada rincón. Al entrar, serás recibido por una atmósfera cálida y acogedora, perfecta para relajarte después de un largo día, La cocina integral es un sueño hecho realidad para los amantes de la gastronomía, equipada con modernos electrodomésticos y elegantes encimeras. Preparar tus comidas favoritas será un placer en este espacio funcional y bien diseñado.  con espacio más que suficiente para una cómoda cama  closet espacioso. un baño, Zona de lavanderia comunal, este apartamento te ofrece fácil acceso a una gran variedad de servicios y actividades. Desde restaurantes cercanos , tiendas,  parques, todo está a tu alcance para que disfrutes al máximo de la vida en este apartamento .",1 a 8 años,
7499214.0,Habitación,600000.0,4.0,1.0,1.0,,12.0,12.0,0.0,,"ARIENDO HABITACIÓN CABALLERO TRABAJE , CON CLOSET DE PARED A PARED VENTANA A LA CALLE Y BAÑO AL LADO SERVICIO DE WIFFI Y TV POR CABLE PERSONA SOLA, NO COCINA, NO LAVADO , CERTIFICADO LABORAL COMPROBABLE Y AMOBLADO CON CAMA DOBLE, ESCRITORIO CON SILLA Y MESA DE NOCHE",9 a 15 años,Excelente estado
191620904.0,Casa,7900000.0,5.0,5.0,5.0,4.0,425.0,660.0,2.0,"Balcón, Calentador, Chimenea, Closet, Cocina Integral, Piso en Alfombra, Piso en Baldosa /  Mármol, Trans. Público cercano, Zona Residencial","ADMINISTRADORA  AAVAL  CASA TRES NIVELES, DOS GARAJES, COCINA AMPLIA, JARDIN INTERIOR, SALA Y COMEDOR,  PATIO DE ROPAS, ZONA DE ESPARCIMIENTO, SALA AUXILIAR, DOS PARQUEADEROS DESCUBIERTOS, ANTEJARDIN, CINCO ALCOBAS CON CLOSET, CINCO BAÑOS, UBICADA CERCA A AV NQS, CAMPIN, BUENAS VIAS DE ACCESO. APTA PARA OFICINAS.",más de 30 años,
191880135.0,Habitación,520000.0,5.0,5.0,1.0,,10.0,10.0,1.0,"Cocina Integral, Cocina tipo Americano, Colegios / Universidades, Depósito / Bodega, Parques cercanos, Trans. Público cercano, Zona de lavandería, Zona Residencial","Arrendamos habitación en punto muy central de la ciudad, a tres cuadras de la estación del Campin de la NQS. Completa y bonita, casa adaptada para universitarios. Todos los servicios incluidos. Se arrienda solo a universitarios o trabajadores con contrato indefinido menores de 35 años. Arriendo amoblada como se ve en las fotos. Se entregan llaves, circuito de camaras de seguridad. Depósito 150.000 y se arrienda mínimo por 4 meses.",16 a 30 años,
1894763.0,Casa,8500000.0,4.0,5.0,5.0,5.0,411.0,411.0,0.0,"Calentador, Chimenea, Cocina Integral, Colegios / Universidades, Comedor auxiliar, Cuarto de Servicio, Depósito / Bodega, Despensa, Estudio, Instalación de gas, Jardín, Oficina de negocios, Parques cercanos, Patio, Salón Comunal, Terraza, Trans. Público cercano, Zona de lavandería, Zona Residencial","3 NIVELES,  5 ALCOBAS,  5 BAÑOS,  ESTUDIO,   CHIMENEA,  COCINA INTEGRAL A GAS,  ALCOBA PPAL CON BAÑO,  5 PARQUEADEROS CUBIERTOS,  SALON DE JUEGOS O DE CONFERENCIAS,  DESPENSA,  CUARTO DEL SERVICIO,  PISOS EN CERAMICA Y TABLETA EN VINILO,  PATIO,  APTA PARA OFICINAS U HOTEL. EXCELENTE UBICACION A 1 CUADRA DE LA AV. 26 Y 2 CUADRAS CORFERIAS. CONTACTAR RODRIGO CARRANZA..",más de 30 años,Buen estado
191891931.0,Casa,3700000.0,4.0,2.0,3.0,2.0,110.0,110.0,0.0,"Bahias de parqueo, Balcón, Baño Auxiliar, Baño compartido, Bombas de gasolina, Calentador, Cerca a sector comercial, Cerca centro comercial, Chimenea, Circuito cerrado de TV, Citófono, Closet, Cocina Integral, Colegios / Universidades, Cómodas vias de acceso, Depósito / Bodega, En casa, En conjunto cerrado, Estudio, Garaje Cubierto, Instalación de gas, Parques cercanos, Piso en Madera, Portería / Recepción, Restaurantes, Salón Comunal, Servicios independientes, Servicios Públicos, Sobre vía secundaria, Supermercados / C.Comerciales, Todos los Servicios, Trans. Público cercano, Ventilación Natural, Vigilancia 24x7, Zona de lavandería, Zona Infantil, Zona Residencial, Zonas Verdes","CASA ESQUINERA EN CONJUNTO CERRADO, TRES HABITACIONES, DOS BAÑOS, ESTUDIO, SALA COMEDOR, COCINA INTEGRAL, ZONA DE LAVANDERIA. DOS PARQUEADEROS, DEPOSITO. CONJUNTO CON PARQUE INFANTIL Y SALON COMUNAL, VIGILANCIA 24 HORAS. PRECIO INCLUYE ADMINISTRACION 636-1771",16 a 30 años,
191705342.0,Apartaestudio,1200000.0,4.0,1.0,1.0,,120.0,20.0,1.0,"Amoblado, Calentador, Citófono, Cocina tipo Americano, Vivienda Bifamiliar, Zona de lavandería","Aparta estudio a una cuadra de la avenida el Dorado, amoblado, cama doble, escritorio, closet, cocina tipo americano con dotación básica, nevera, baño con calentador a gas,  El precio incluye servicio público, tv, cable, wifi, zona de lavandería, administración, teléfono para llamadas locales, periódico.",más de 30 años,
10949223.0,Apartamento,3500000.0,4.0,2.0,2.0,1.0,62.8,62.8,14.0,,Avanzza Parque Central excelente apartamento de 2 habitaciones vista a los cerros 1 parqueadero 1 depósito zonas sociales coworking gimnasio y mucho mas,menor a 1 año,
191566197.0,Habitación,490000.0,4.0,6.0,1.0,,6.0,6.0,1.0,,"Hola!! ☺️!!buscas habitación lugar tranquilo, cómodo y seguro? Se Arriendan habitaciones Galerías en ? NICOLAS DE FEDERMAN cerca al  CAN, Calle 26 parque Simon Bolívar, Universidad Nacional. ? amoblada ?️base cama, colchon,  closet y escritorio.  para una sola persona, No mascotas, ✅ 470.000 $560.000 y 570.000 baño compartido ✅ todos los servicios incluidos agua caliente, luz, ?gas, internet WIFI, ?️zona de cocina y zona de lavadora y secadora ,? administración y aseo y desinfección  partes comunes de la casa todos los días.  ,,?️Seguridad de cámaras  Baño compartido? info 3204741811 WhatsApp.",menor a 1 año,
191444017.0,Casa,8000000.0,4.0,5.0,5.0,5.0,243.0,243.0,2.0,"Balcón, Baño Auxiliar, Baño Independiente, Calentador, Closet, Cocina Equipada, Cuarto de servicio, Estudio, Hall de Alcobas, Instalación de gas, Zona de lavandería","Excelente casa en el Nicolas de Federman consta de dos plantas, en la primera planta hay estudio, salon de bar, sala comedor, cocina, comedor auxiliar, patio de ropas, habitacion de servicio, jardin inetrior, tres baños, en la segunda planta hay 5 habitaciones, hall de alcobas, dos baños, tiene parqueadero para 5 vehiculos, el frente de la casa tiene reja.",más de 30 años,
